Pathways,Common-Name,Compounds of pathway,Kegg,Genes of pathway,Enzymes of pathway,Common-Name
PWY-5697,allantoin degradation to ureidoglycolate I (urea producing),PROTON // S-ALLANTOIN // UREA // CPD-1091 // WATER // ALLANTOATE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02350'>C02350</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00086'>C00086</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00603'>C00603</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00499'>C00499</a>,MGI:2136971,MGI:2136971-MONOMER,allantoicase
PWY-5389,methylthiopropionate biosynthesis,CARBON-MONOXIDE // FORMATE // CPD-7672 // PROTON // CPD-85 // OXYGEN-MOLECULE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00237'>C00237</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00058'>C00058</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C08276'>C08276</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15606'>C15606</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a>,MGI:2144929,MGI:2144929-MONOMER,acireductone dioxygenase 1
GLUT-REDOX-PWY,glutathione redox reactions II,Red-Glutaredoxins // Ox-Glutaredoxins // PROTON // NADPH // OXIDIZED-GLUTATHIONE // GLUTATHIONE // NADP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00127'>C00127</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00051'>C00051</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a>,MGI:95804,MGI:95804-MONOMER,glutathione reductase
PWY-6556,pyrimidine ribonucleosides degradation II,AMMONIA // CYTIDINE // URACIL // RIBOSE // URIDINE // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00014'>C00014</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00475'>C00475</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00106'>C00106</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00121'>C00121</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00299'>C00299</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,MGI:1919519 // MGI:1342279 // MGI:103298 // MGI:109352,MGI:1919519-MONOMER // MGI:1342279-MONOMER // MGI:103298-MONOMER // MGI:109352-MONOMER,"cytidine deaminase // activation-induced cytidine deaminase // apolipoprotein B mRNA editing enzyme, catalytic polypeptide 1 // uracil DNA glycosylase"
GLYCLEAV-PWY,glycine cleavage complex,CARBON-DIOXIDE // GLY // AMMONIA // METHYLENE-THF // AMINOMETHYLDIHYDROLIPOYL-GCVH // THF // PROTON // NADH // PROTEIN-LIPOYLLYSINE // DIHYDROLIPOYL-GCVH // NAD,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00037'>C00037</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00014'>C00014</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00143'>C00143</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00101'>C00101</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a>,MGI:1341155 // MGI:3646700 // MGI:107450,MGI:1341155-MONOMER // MGI:3646700-MONOMER // MGI:107450-MONOMER,glycine decarboxylase // aminomethyltransferase // dihydrolipoamide dehydrogenase
PWY-40,putrescine biosynthesis I,CARBON-DIOXIDE // PROTON // ARG // PUTRESCINE // UREA // WATER // AGMATHINE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00062'>C00062</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00134'>C00134</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00086'>C00086</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00179'>C00179</a>,MGI:1923236,MGI:1923236-MONOMER,agmatine ureohydrolase (agmatinase)
BGALACT-PWY,lactose degradation III,GLC // GALACTOSE // WATER // LACTOSE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00221'>C00221</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00962'>C00962</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00243'>C00243</a>,MGI:88151 // MGI:2388283 // MGI:104576 // MGI:1918143 // MGI:2685956 // MGI:88150,MGI:88151-MONOMER // MGI:2388283-MONOMER // MGI:104576-MONOMER // MGI:1918143-MONOMER // MGI:2685956-MONOMER // MGI:88150-MONOMER,"galactosidase, beta 1 // galactosidase, beta 1-like 2 // lactase // galactosidase, beta 1 like 3 // predicted gene 1110 // beta-D-galactosidase in brain"
PWY-6122,5-aminoimidazole ribonucleotide biosynthesis II,PRPP // PPI // 5-P-BETA-D-RIBOSYL-AMINE // GLY // GLT // GLN // WATER // 5-PHOSPHORIBOSYL-5-AMINOIMIDAZOLE // 5-PHOSPHORIBOSYL-N-FORMYLGLYCINEAMIDINE // Pi // ADP // 5-P-RIBOSYL-N-FORMYLGLYCINEAMIDE // PROTON // 5-PHOSPHO-RIBOSYL-GLYCINEAMIDE // FORMATE // ATP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00119'>C00119</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03090'>C03090</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00037'>C00037</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00064'>C00064</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03373'>C03373</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04640'>C04640</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00009'>C00009</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04376'>C04376</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03838'>C03838</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00058'>C00058</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a>,MGI:2387203 // MGI:2684864 // MGI:95654,MGI:2387203-MONOMER // MGI:2684864-MONOMER // MGI:95654-MONOMER,phosphoribosyl pyrophosphate amidotransferase // phosphoribosylformylglycinamidine synthase (FGAR amidotransferase) // phosphoribosylglycinamide formyltransferase
PWY-5667,CDP-diacylglycerol biosynthesis I,PPI // CDPDIACYLGLYCEROL // CTP // L-PHOSPHATIDATE // CO-A // ACYL-SN-GLYCEROL-3P // Fatty-Acyl-CoA // PROTON // NADH-P-OR-NOP // DIHYDROXY-ACETONE-PHOSPHATE // GLYCEROL-3P // NAD-P-OR-NOP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00269'>C00269</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00063'>C00063</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00416'>C00416</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00681'>C00681</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02843'>C02843</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00111'>C00111</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00093'>C00093</a>,MGI:1332236 // MGI:1921846 // MGI:2138993 // MGI:1914762 // MGI:2142716 // MGI:1196345 // MGI:1336186 // MGI:1915512 // MGI:1932075 // MGI:3603816 // MGI:2684937 // MGI:109162 // MGI:2684962,MGI:1332236-MONOMER // MGI:1921846-MONOMER // MGI:2138993-MONOMER // MGI:1914762-MONOMER // MGI:2142716-MONOMER // MGI:1196345-MONOMER // MGI:1336186-MONOMER // MGI:1915512-MONOMER // MGI:1932075-MONOMER // MGI:3603816-MONOMER // MGI:2684937-MONOMER // MGI:109162-MONOMER // MGI:2684962-MONOMER,"CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 2 // CDP-diacylglycerol synthase 1 // lysophosphatidylcholine acyltransferase 4 // 1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta) // 1-acylglycerol-3-phosphate O-acyltransferase 6 (lysophosphatidic acid acyltransferase, zeta) // 1-acylglycerol-3-phosphate O-acyltransferase 5 (lysophosphatidic acid acyltransferase, epsilon) // 1-acylglycerol-3-phosphate O-acyltransferase 3 // 1-acylglycerol-3-phosphate O-acyltransferase 4 (lysophosphatidic acid acyltransferase, delta) // 1-acylglycerol-3-phosphate O-acyltransferase 1 (lysophosphatidic acid acyltransferase, alpha) // 1-acylglycerol-3-phosphate O-acyltransferase 9 // lysocardiolipin acyltransferase 1 // glycerol-3-phosphate acyltransferase, mitochondrial // RIKEN cDNA A530057A03 gene"
PWY-5328,superpathway of methionine degradation,PPI // ADENOSINE // Methylated-methyl-acceptors // ADENOSYL-HOMO-CYS // S-ADENOSYLMETHIONINE // Demethylated-methyl-acceptors // SER // 2-OXOBUTANOATE // AMMONIA // L-CYSTATHIONINE // SUC-COA // METHYL-MALONYL-COA // ADP // Pi // D-METHYL-MALONYL-COA // PROPIONYL-COA // ATP // HCO3 // CYS // GLT // 3-SULFINOALANINE // 2-KETOGLUTARATE // PYRUVATE // PROTON // 3-SULFINYL-PYRUVATE // SULFATE // HYDROGEN-PEROXIDE // OXYGEN-MOLECULE // WATER // SO3 // THF // 5-METHYL-THF // DIMETHYL-GLYCINE // MET // HOMO-CYS // BETAINE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00212'>C00212</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00021'>C00021</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00019'>C00019</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00065'>C00065</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00109'>C00109</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00014'>C00014</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02291'>C02291</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00091'>C00091</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01213'>C01213</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00009'>C00009</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00683'>C00683</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00100'>C00100</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00288'>C00288</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00097'>C00097</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00606'>C00606</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00026'>C00026</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?c00022'>c00022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00022'>C00022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05527'>C05527</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00059'>C00059</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00027'>C00027</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00101'>C00101</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00440'>C00440</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01026'>C01026</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00073'>C00073</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00155'>C00155</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00719'>C00719</a>,MGI:2443731 // MGI:88017 // MGI:1913667 // MGI:87968 // MGI:2385184 // MGI:1921590 // MGI:88285 // MGI:1339968 // MGI:1920974 // MGI:97239 // MGI:97499 // MGI:1914154 // MGI:105925 // MGI:95791 // MGI:1923865 // MGI:2446117 // MGI:894292 // MGI:1339972 // MGI:1891379,MGI:2443731-MONOMER // MGI:88017-MONOMER // MGI:1913667-MONOMER // MGI:87968-MONOMER // MGI:2385184-MONOMER // MGI:1921590-MONOMER // MGI:88285-MONOMER // MGI:1339968-MONOMER // MGI:1920974-MONOMER // MGI:97239-MONOMER // CPLX3DJ-94 // MGI:105925-MONOMER // MGI:95791-MONOMER // MGI:1923865-MONOMER // MGI:2446117-MONOMER // MGI:894292-MONOMER // MGI:1339972-MONOMER // MGI:1891379-MONOMER,"methionine adenosyltransferase II, alpha // methionine adenosyltransferase I, alpha // methionine adenosyltransferase II, beta // S-adenosylhomocysteine hydrolase // S-adenosylhomocysteine hydrolase-like 1 // S-adenosylhomocysteine hydrolase-like 2 // cystathionine beta-synthase // cystathionase (cystathionine gamma-lyase) // methylmalonyl CoA epimerase // methylmalonyl-Coenzyme A mutase // propionyl-Coenzyme A carboxylase // cysteine dioxygenase 1, cytosolic // glutamate oxaloacetate transaminase 1, soluble // glutamic-oxaloacetic transaminase 1-like 1 // sulfite oxidase // 5-methyltetrahydrofolate-homocysteine methyltransferase // betaine-homocysteine methyltransferase // betaine-homocysteine methyltransferase 2"
PWY66-301,catecholamine biosynthesis,CARBON-DIOXIDE // L-DIHYDROXY-PHENYLALANINE // CPD-5881 // TETRA-H-BIOPTERIN // TYR // L-DEHYDRO-ASCORBATE // WATER // DOPAMINE // OXYGEN-MOLECULE // ASCORBATE // L-EPINEPHRINE // ADENOSYL-HOMO-CYS // PROTON // S-ADENOSYLMETHIONINE // NOREPINEPHRINE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00355'>C00355</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15522'>C15522</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00272'>C00272</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00082'>C00082</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05422'>C05422</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03758'>C03758</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00072'>C00072</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00788'>C00788</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00021'>C00021</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00019'>C00019</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00547'>C00547</a>,MGI:94876 // MGI:98735 // MGI:94864 // MGI:2388042 // MGI:1921582 // MGI:97724,MGI:94876-MONOMER // MGI:98735-MONOMER // MGI:94864-MONOMER // MGI:2388042-MONOMER // MGI:1921582-MONOMER // MGI:97724-MONOMER,"dopa decarboxylase // tyrosine hydroxylase // dopamine beta hydroxylase // monooxygenase, DBH-like 2 // monooxygenase, DBH-like 1 // phenylethanolamine-N-methyltransferase"
PWY66-241,bupropion degradation,CPD-3484 // NADP // CPD-3483 // NADPH // OXYGEN-MOLECULE // CPD-3482 // PROTON // CPD-3481 // WATER // CPD-3487 // CPD-3486 // GLY,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06860'>C06860</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00037'>C00037</a>,MGI:1858451 // MGI:1930638 // MGI:106099 // MGI:88610 // MGI:88609 // MGI:1921384 // MGI:88607 // MGI:88600 // MGI:107303 // MGI:88598 // MGI:88597 // MGI:88596 // MGI:105055 // MGI:88589 // MGI:88588 // MGI:88587 // MGI:88606 // MGI:1923529 // MGI:88603 // MGI:88602 // MGI:88590 // MGI:2385878 // MGI:1919553 // MGI:1888897 // MGI:1306815 // MGI:1306818 // MGI:1306819 // MGI:1306806 // MGI:103238 // MGI:3714859 // MGI:1270148 // MGI:1270149 // MGI:88612 // MGI:103225 // MGI:1918769 // MGI:1919332 // MGI:3642960 // MGI:2147497,MGI:1858451-MONOMER // MGI:1930638-MONOMER // MGI:106099-MONOMER // MGI:88610-MONOMER // MGI:88609-MONOMER // MGI:1921384-MONOMER // MGI:88607-MONOMER // MGI:88600-MONOMER // MGI:107303-MONOMER // MGI:88598-MONOMER // MGI:88597-MONOMER // MGI:88596-MONOMER // MGI:105055-MONOMER // MGI:88589-MONOMER // MGI:88588-MONOMER // MGI:88587-MONOMER // MGI:88606-MONOMER // MGI:1923529-MONOMER // MGI:88603-MONOMER // MGI:88602-MONOMER // MGI:88590-MONOMER // MGI:2385878-MONOMER // MGI:1919553-MONOMER // MGI:1888897-MONOMER // MGI:1306815-MONOMER // MGI:1306818-MONOMER // MGI:1306819-MONOMER // MGI:1306806-MONOMER // MGI:103238-MONOMER // MGI:3714859-MONOMER // MGI:1270148-MONOMER // MGI:1270149-MONOMER // MGI:88612-MONOMER // MGI:103225-MONOMER // MGI:1918769-MONOMER // MGI:1919332-MONOMER // MGI:3642960-MONOMER // MGI:2147497-MONOMER,"cytochrome P450, family 3, subfamily a, polypeptide 41A // cytochrome P450, family 3, subfamily a, polypeptide 25 // cytochrome P450, family 3, subfamily a, polypeptide 16 // cytochrome P450, family 3, subfamily a, polypeptide 13 // cytochrome P450, family 3, subfamily a, polypeptide 11 // cytochrome P450, family 2, subfamily s, polypeptide 1 // cytochrome P450, family 2, subfamily e, polypeptide 1 // cytochrome P450, family 2, subfamily b, polypeptide 9 // cytochrome P450, family 2, subfamily b, polypeptide 19 // cytochrome P450, family 2, subfamily b, polypeptide 10 // cytochrome P450, family 2, subfamily a, polypeptide 5 // cytochrome P450, family 2, subfamily a, polypeptide 4 // cytochrome P450, family 2, subfamily a, polypeptide 12 // cytochrome P450, family 1, subfamily a, polypeptide 2 // cytochrome P450, family 1, subfamily a, polypeptide 1 // cytochrome P450, family 19, subfamily a, polypeptide 1 // cytochrome P450, family 2, subfamily d, polypeptide 9 // cytochrome P450, family 2, subfamily d, polypeptide 26 // cytochrome P450, family 2, subfamily d, polypeptide 11 // cytochrome P450, family 2, subfamily d, polypeptide 10 // cytochrome P450, family 1, subfamily b, polypeptide 1 // cytochrome P450, family 2, subfamily c, polypeptide 70 // cytochrome P450, family 2, subfamily c, polypeptide 65 // cytochrome P450, family 2, subfamily c, polypeptide 44 // cytochrome P450, family 2, subfamily c, polypeptide 40"
PWY0-662,PRPP biosynthesis I,AMP // PRPP // PROTON // RIBOSE-5P // ATP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00020'>C00020</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00119'>C00119</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00117'>C00117</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a>,MGI:97776 // MGI:1915013 // MGI:2384838,CPLX3DJ-21,phosphoribosyl pyrophosphate synthetase
PWY-3981,&beta;-alanine biosynthesis I,HYDROGEN-PEROXIDE // AMMONIA // PROTON // CPD-313 // OXYGEN-MOLECULE // NADH-P-OR-NOP // B-ALANINE // CPD-6082 // NAD-P-OR-NOP // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00027'>C00027</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00014'>C00014</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00986'>C00986</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00099'>C00099</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02229'>C02229</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,MGI:96916 // MGI:96915 // MGI:2145261 // MGI:1889781 // MGI:2668431 // MGI:1306797 // MGI:1923757 // MGI:1861622 // MGI:99600 // MGI:1353452 // MGI:108186 // MGI:1347050,MGI:96916-MONOMER // MGI:96915-MONOMER // MGI:2145261-MONOMER // MGI:1889781-MONOMER // MGI:2668431-MONOMER // MGI:1306797-MONOMER // MGI:1923757-MONOMER // MGI:1861622-MONOMER // MGI:99600-MONOMER // MGI:1353452-MONOMER // MGI:108186-MONOMER // MGI:1347050-MONOMER,"amine oxidase activity // monoamine oxidase A // amine oxidase, flavin containing 1 // amine oxidase, copper containing 3, related sequence // amine oxidase, copper containing 2 (retina-specific) // amine oxidase, copper containing 3 // amiloride binding protein 1 (amine oxidase, copper-containing) // aldehyde dehydrogenase 9, subfamily A1 // aldehyde dehydrogenase 2, mitochondrial // aldehyde dehydrogenase family 3, subfamily A2 // aldehyde dehydrogenase family 7, member A1 // aldehyde dehydrogenase family 1, subfamily A7"
PWY-6118,glycerol-3-phosphate shuttle,E- // PROTON // NADH // NAD // DIHYDROXY-ACETONE-PHOSPHATE // ETR-Quinols // ETR-Quinones // GLYCEROL-3P,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05359'>C05359</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00111'>C00111</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00093'>C00093</a>,MGI:90423 // MGI:1289257 // MGI:99778 // MGI:95679,MGI:90423-MONOMER // MGI:1289257-MONOMER // MGI:99778-MONOMER // MGI:95679-MONOMER,"DNA segment, Chr 15, Nuffield Department of Surgery 4 // glycerol-3-phosphate dehydrogenase 1-like // glycerol phosphate dehydrogenase 2, mitochondrial // glycerol-3-phosphate dehydrogenase 1 (soluble)"
