Pathways,Common-Name,Compounds of pathway,Kegg,Genes of pathway,Enzymes of pathway,Common-Name
SERDEG-PWY,L-serine degradation,SER // 2-AMINOACRYLATE // AMMONIUM // PYRUVATE // CPD-16015 // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00065'>C00065</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02218'>C02218</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01342'>C01342</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00022'>C00022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20904'>C20904</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,EG11623 // EG10990 // EG10930 // G7624 // G7877,LSERINEDEAM2-MONOMER // THREDEHYDCAT-CPLX // LSERINEDEAM1-MONOMER // CPLX0-7622 // CPLX0-1881,"L-serine deaminase II // catabolic threonine dehydratase // L-serine deaminase I // L-serine deaminase III // enamine/imine deaminase, redox-regulated chaperone"
METHGLYUT-PWY,superpathway of methylglyoxal degradation,CPD-26676 // E- // GLUTATHIONE // S-LACTOYL-GLUTATHIONE // Ubiquinols // Ubiquinones // D-LACTATE // ACETOL // PROPANE-1-2-DIOL // NADH // WATER // NAD // PYRUVATE // ETR-Quinols // ETR-Quinones // L-LACTATE // PROTON // NADPH // METHYL-GLYOXAL // LACTALD // NADP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05359'>C05359</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00051'>C00051</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03451'>C03451</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00390'>C00390</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00399'>C00399</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00256'>C00256</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05235'>C05235</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02917'>C02917</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00022'>C00022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00186'>C00186</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00546'>C00546</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00424'>C00424</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a>,G6891 // G6099 // EG12026 // G6475 // EG10231 // G7558 // EG11648 // G7565 // G6967 // G7564 // EG11904 // EG10035 // EG11963,GLYOXI-CPLX // GLYOXII-MONOMER // CPLX0-3954 // G6475-MONOMER // DLACTDEHYDROGFAD-MONOMER // G7558-MONOMER // MONOMER0-149 // MONOMER0-148 // G6967-MONOMER // CPLX0-7667 // GLYCDEH-CPLX // ALD-CPLX // L-LACTDEHYDROGFMN-MONOMER // METHYLGLYREDUCT-MONOMER,"lactoylglutathione lyase // hydroxyacylglutathione hydrolase GloB // hydroxyacylglutathione hydrolase GloC // quinone-dependent D-lactate dehydrogenase // L-glyceraldehyde 3-phosphate reductase // methylglyoxal reductase DkgB // methylglyoxal reductase DkgA // methylglyoxal reductase YeaE // NADPH-dependent aldehyde reductase YqhD // L-1,2-propanediol dehydrogenase / glycerol dehydrogenase // aldehyde dehydrogenase A, NAD-linked // L-lactate dehydrogenase"
PWY0-1569,autoinducer AI-2 degradation,CO-A // DIHYDROXY-ACETONE-PHOSPHATE // ACETYL-COA // ADP // PROTON // DIHYDROXYPENTANEDIONE // ATP // CPD0-2467 // CPD-10551,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00111'>C00111</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00024'>C00024</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11838'>C11838</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20960'>C20960</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20959'>C20959</a>,G6804 // G6798 // G6805,CPLX0-7820 // G6798-MONOMER // G6805-MONOMER,"3-hydroxy-2,4-pentadione 5-phosphate thiolase // autoinducer-2 kinase // (4<i>S</i>)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase"
PWY0-1507,biotin biosynthesis from 8-amino-7-oxononanoate I,CPD1ZN3-1 // ADP // Pi // CARBON-DIOXIDE // ATP // DIAMINONONANOATE // S-ADENOSYL-4-METHYLTHIO-2-OXOBUTANOATE // 8-AMINO-7-OXONONANOATE // Oxidized-2Fe-2S-Ferredoxins // Unsulfurated-Sulfur-Acceptors // Sulfurated-Sulfur-Acceptors // DETHIOBIOTIN // Reduced-2Fe-2S-Ferredoxins // PROTON // MET // CH33ADO // BIOTIN // S-ADENOSYLMETHIONINE // CPD-5662,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01037'>C01037</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04425'>C04425</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01092'>C01092</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01909'>C01909</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00073'>C00073</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05198'>C05198</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00120'>C00120</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00019'>C00019</a>,G6851 // EG10120 // EG10117 // EG10118 // G1 // EG11328,CPLX0-8613 // DETHIOBIOTIN-SYN-CPLX // DAPASYN-CPLX // BIOTIN-SYN-CPLX,dethiobiotin synthetase BidA // adenosylmethionine-8-amino-7-oxononanoate aminotransferase // biotin synthase
PWY-5162,"2-hydroxypenta-2,4-dienoate degradation",WATER // CPD-14447 // PYRUVATE // 4-HYDROXY-2-KETOVALERATE // ACETYL-COA // NADH // PROTON // NAD // CO-A // ACETALD,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00022'>C00022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03589'>C03589</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00024'>C00024</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00084'>C00084</a>,M013 // G6205 // G7285 // M014,CPLX0-7951 // MHPELY-MONOMER // G7285-MONOMER // MHPF-MONOMER,2-hydroxypentadienoate hydratase // acetaldehyde dehydrogenase (acetylating) EutE // acetaldehyde dehydrogenase (acetylating) MhpF
PWY-5484,glycolysis II (from fructose 6-phosphate),23-DIPHOSPHOGLYCERATE // Protein-Histidines // Protein-pi-phospho-L-histidines // CPD-16758 // NADH // DPG // NAD // GAP // DIHYDROXY-ACETONE-PHOSPHATE // ADP // AMP // PHOSPHO-ENOL-PYRUVATE // PROTON // PYRUVATE // ATP // Pi // FRUCTOSE-6P // FRUCTOSE-16-DIPHOSPHATE // WATER // G3P // 2-PG,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01159'>C01159</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00615'>C00615</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00236'>C00236</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00118'>C00118</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00111'>C00111</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00020'>C00020</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00074'>C00074</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00022'>C00022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05345'>C05345</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00354'>C00354</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00197'>C00197</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00631'>C00631</a>,EG10803 // EG10804 // EG10258 // EG12296 // EG10703 // EG10367 // EG11015 // EG10282 // G7129 // EG10700 // EG10699 // EG10759 // EG10727 // EG11470 // EG11195 // G7187 // G6425 // EG10283 // EG11517 // EG11239 // EG11245 // EG11699,PKII-CPLX // PKI-COMPLEX // ENOLASE-CPLX // PGMI-MONOMER // PGK // GAPDH-A-CPLX // TPI // FRUCBISALD-CLASSII // FRUCBISALD-CLASSI // 6PFK-2-CPX // 6PFK-1-CPX // PEPSYNTH-CPLX // ALKAPHOSPHA-CPLX // EG11470-MONOMER // EG11195-MONOMER // G7187-MONOMER // G6425-MONOMER // F16B-CPLX // CPLX0-303 // EG11239-MONOMER // CPLX0-7776 // PHOSGLYCMUTASE,"pyruvate kinase 2 // pyruvate kinase 1 // 2,3-bisphosphoglycerate-independent phosphoglycerate mutase // fructose-bisphosphate aldolase class II // fructose-bisphosphate aldolase class I // 6-phosphofructokinase 2 // 6-phosphofructokinase 1 // phosphoenolpyruvate synthetase // alkaline phosphatase // phosphosugar phosphatase YigL // sugar phosphatase YidA // hexitol phosphatase A // sugar phosphatase YbiV // fructose-1,6-bisphosphatase 1 // fructose-1,6-bisphosphatase 2 // pyridoxal phosphate/fructose-1,6-bisphosphate phosphatase // fructose 1,6-bisphosphatase YggF // 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase"
SALVPURINE2-PWY,xanthine and xanthosine salvage,PRPP // XANTHOSINE-5-PHOSPHATE // PPI // RIBOSE-1P // XANTHINE // XANTHOSINE // Pi,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00119'>C00119</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00655'>C00655</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00620'>C00620</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00385'>C00385</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01762'>C01762</a>,EG10414 // EG10222 // G85 // EG12159,GPT-CPLX // DEOD-CPLX // XANTHOSINEPHOSPHORY-CPLX // CPLX0-8619,xanthine-guanine phosphoribosyltransferase // purine nucleoside phosphorylase // xanthosine phosphorylase // nucleoside phosphorylase PpnP
THREONINE-DEG2-PWY,L-threonine degradation II,PROTON // NADH // THR // NAD // CO-A // AMINO-OXOBUT // GLY // ACETYL-COA,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00188'>C00188</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03508'>C03508</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00037'>C00037</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00024'>C00024</a>,EG12293 // EG10993 // EG10512,EG12293-MONOMER // THREODEHYD-CPLX // AKBLIG-CPLX,L-threonine dehydrogenase
UBISYN-PWY,superpathway of ubiquinol-8 biosynthesis (early decarboxylation),PYRUVATE // CHORISMATE // Acceptor // Donor-H2 // CPD-9956 // OCTAPRENYL-METHYL-OH-METHOXY-BENZQ // OCTAPRENYL-METHYL-METHOXY-BENZQ // OCTAPRENYL-METHOXY-BENZOQUINONE // ADENOSYL-HOMO-CYS // 2-OCTAPRENYL-6-METHOXYPHENOL // S-ADENOSYLMETHIONINE // NADP // WATER // 2-OCTAPRENYL-6-HYDROXYPHENOL // OXYGEN-MOLECULE // NADPH // CARBON-DIOXIDE // 2-OCTAPRENYLPHENOL // PROTON // 3-OCTAPRENYL-4-HYDROXYBENZOATE // 4-hydroxybenzoate // OCTAPRENYL-DIPHOSPHATE // CPD-4211 // PPI // FARNESYL-PP // GERANYL-PP // DELTA3-ISOPENTENYL-PP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00022'>C00022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00251'>C00251</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00028'>C00028</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00030'>C00030</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05815'>C05815</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05813'>C05813</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00021'>C00021</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05812'>C05812</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00019'>C00019</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00006'>C00006</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05811'>C05811</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00005'>C00005</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05810'>C05810</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05809'>C05809</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00156'>C00156</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04146'>C04146</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00235'>C00235</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00448'>C00448</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00341'>C00341</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00129'>C00129</a>,EG11369 // G6365 // EG11473 // EG11324 // EG11143 // EG11333 // EG11396 // EG11370 // EG10017 // EG10508,CHORPYRLY-MONOMER // OCTAPRENYL-METHYL-METHOXY-BENZOQ-OH-MON // 2-OCTAPRENYL-METHOXY-BENZOQ-METH-MONOMER // OCTAPRENYL-METHOXYPHENOL-OH-MONOMER // DHHB-METHYLTRANSFER-MONOMER // EG11333-MONOMER // CPLX0-301 // 4OHBENZOATE-OCTAPRENYLTRANSFER-MONOMER // CPLX0-7426 // FPPSYN-MONOMER,"3-demethoxyubiquinol 3-hydroxylase // bifunctional 2-octaprenyl-6-methoxy-1,4-benzoquinol methylase and demethylmenaquinone methyltransferase // bifunctional 3-demethylubiquinone-<i>8</i> 3-<i>O</i>-methyltransferase and 2-octaprenyl-6-hydroxyphenol methylase // 2-octaprenylphenol 6-hydroxylase // <i>all-trans</i>-octaprenyl-diphosphate synthase // geranyl diphosphate/farnesyl diphosphate synthase"
SAM-PWY,S-adenosyl-L-methionine biosynthesis,PPI // Pi // S-ADENOSYLMETHIONINE // ATP // MET // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00019'>C00019</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00073'>C00073</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,EG10589,S-ADENMETSYN-CPLX,methionine adenosyltransferase
PWY0-1492,UhpBA Two Component Signal Transduction System,CPLX0-7754 // UHPA-MONOMER // ADP // PHOSPHO-UHPB // UHPB-MONOMER // ATP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a>,EG11051 // EG11052,,
PWY0-301,"L-ascorbate degradation I (bacterial, anaerobic)",CARBON-DIOXIDE // L-XYLULOSE-5-P // PROTON // XYLULOSE-5-PHOSPHATE // L-RIBULOSE-5-P // CPD-2343 // WATER // Hpr-Histidine // L-ASCORBATE-6-PHOSPHATE // Hpr-pi-phospho-L-histidines // ASCORBATE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03291'>C03291</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00231'>C00231</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01101'>C01101</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C14899'>C14899</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16186'>C16186</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04261'>C04261</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00072'>C00072</a>,G7859 // G7858 // G7860 // G7855 // G7856 // EG12494 // EG12495,G7859-MONOMER // CPLX0-7744 // G7860-MONOMER // CPLX0-7848 // EIISGA,L-ribulose-5-phosphate 3-epimerase UlaE // 3-keto-L-gulonate-6-phosphate decarboxylase UlaD // L-ribulose-5-phosphate 4-epimerase UlaF // L-ascorbate specific PTS enzyme II
PROPIONMET-PWY,propanoyl CoA degradation I,SUC-COA // METHYL-MALONYL-COA // D-METHYL-MALONYL-COA // Pi // ADP // PROTON // ATP // HCO3 // PROPIONYL-COA,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00091'>C00091</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01213'>C01213</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00683'>C00683</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00288'>C00288</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00100'>C00100</a>,EG11444,METHYLMALONYL-COA-EPIM-MONOMER // CPLX0-7741 // PROPIONYL-COA-CARBOXY-MONOMER,
PWY-8351,sulfoquinovosyl diacylglycerides and sulfoquinovosyl glycerol degradation,1-2-Diglycerides // SULFOQUINOVOSYLDIACYLGLYCEROL // GLYCEROL // CPD-21685 // CPD-19111 // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C13508'>C13508</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00116'>C00116</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,EG11843,EG11843-MONOMER,sulfoquinovosidase
PWY0-1324,<i>N</i>-acetylneuraminate and <i>N</i>-acetylmannosamine degradation I,N-ACETYL-D-GLUCOSAMINE-6-P // ADP // N-ACETYL-D-MANNOSAMINE-6P // PROTON // ATP // CPD0-1123 // PYRUVATE // N-acetyl-D-mannosamine // CPD0-2701, // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04257'>C04257</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00022'>C00022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00645'>C00645</a>,G7677 // G7676 // G7920 // G7675 // EG10637,NANE-MONOMER // CPLX0-8588 // CPLX0-7658 // G7675-MONOMER // ACNEULY-CPLX,probable <i>N</i>-acetylmannosamine-6-phosphate 2-epimerase // <i>N</i>-acetylmannosamine kinase // <i>N</i>-acetylneuraminate mutarotase // <i>N</i>-acetylneuraminate anomerase
PWY0-1355,formate to trimethylamine <i>N</i>-oxide electron transfer,E- // CARBON-DIOXIDE // FORMATE // TRIMETHYLAMINE // WATER // Menaquinones // TRIMETHYLAMINE-N-O // PROTON // Menaquinols,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05359'>C05359</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00058'>C00058</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00565'>C00565</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00828'>C00828</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01104'>C01104</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05819'>C05819</a>,EG11227 // EG11228 // EG11229 // EG11856 // EG11857 // EG11858 // EG11814 // EG11815,FORMATEDEHYDROGN-CPLX // FORMATEDEHYDROGO-CPLX // TMAOREDUCTI-CPLX,formate dehydrogenase O // menaquinol:trimethylamine <i>N</i>-oxide oxidoreductase I
PWY-5509,adenosylcobalamin biosynthesis from adenosylcobinamide-GDP I,GMP // ADENOSYLCOBINAMIDE-GDP // Pi // ADENOSYLCOBALAMIN // ADENOSYLCOBALAMIN-5-P // WATER // ALPHA-RIBAZOLE-5-P // NIACINE // PROTON // NICOTINATE_NUCLEOTIDE // DIMETHYLBENZIMIDAZOLE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00144'>C00144</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06510'>C06510</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00194'>C00194</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C21153'>C21153</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04778'>C04778</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00253'>C00253</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01185'>C01185</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03114'>C03114</a>,EG12150 // G6349 // EG12151,COBS-MONOMER // RIBAZOLEPHOSPHAT-MONOMER // DMBPPRIBOSYLTRANS-CPLX,putative adenosylcobalamin phosphatase/&alpha;-ribazole phosphatase
