Pathways,Common-Name,Compounds of pathway,Kegg,Genes of pathway,Enzymes of pathway,Common-Name
PWY-5130,2-oxobutanoate degradation,NADH // CARBON-DIOXIDE // 2-OXOBUTANOATE // CO-A // NAD // SUC-COA // METHYL-MALONYL-COA // ADP // Pi // D-METHYL-MALONYL-COA // PROTON // ATP // HCO3 // PROPIONYL-COA,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00109'>C00109</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00091'>C00091</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01213'>C01213</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00683'>C00683</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00288'>C00288</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00100'>C00100</a>,HS01727 // HS06432 // HS11696 // HS11695 // HS13124 // HS07322 // HS03736 // HS10893,CPLX-7050 // HS13124-MONOMER // CPLX66-340 // CPLX66-18,branched-chain &alpha;-keto acid dehydrogenase complex // methylmalonyl CoA epimerase // methylmalonyl-CoA mutase // propionyl-CoA carboxylase
PWY-5084,2-oxoglutarate decarboxylation to succinyl-CoA,CARBON-DIOXIDE // 2-KETOGLUTARATE // Oxo-glutarate-dehydro-suc-DH-lipoyl // CO-A // SUC-COA // PROTON // NADH // Oxo-glutarate-dehydrogenase-lipoyl // Oxo-glutarate-dehydrogenase-DH-lipoyl // NAD,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00026'>C00026</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00091'>C00091</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a>,HS02832 // HS04324 // HS01727,CPLX-7867 // CPLX-7869 // CPLX66-42,"2-oxoglutarate dehydrogenase complex E1 dimer // 2-oxoglutarate dehydrogenase complex, (E2) inner core // 2-oxoglutarate dehydrogenase complex"
PWY-5046,2-oxoisovalerate decarboxylation to isobutanoyl-CoA,CARBON-DIOXIDE // 2-KETO-ISOVALERATE // CO-A // BCAA-dehydrogenase-2MP-DH-lipoyl // ISOBUTYRYL-COA // PROTON // NADH // BCAA-dehydrogenase-lipoyl // BCAA-dehydrogenase-DH-lipoyl // NAD,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00141'>C00141</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00630'>C00630</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a>,HS01727 // HS06432 // HS11696 // HS11695,CPLX-7047 // CPLX-7048 // CPLX-7050,branched-chain &alpha;-keto acid dehydrogenase E1 component // branched-chain &alpha;-keto acid dehydrogenase complex E2 component // branched-chain &alpha;-keto acid dehydrogenase complex
PWY-6352,3-phosphoinositide biosynthesis,CMP // CDPDIACYLGLYCEROL // MYO-INOSITOL // 1-PHOSPHATIDYL-1D-MYO-INOSITOL-34-BISPH // CPD-1108 // PHOSPHATIDYLINOSITOL-345-TRIPHOSPHATE // PHOSPHATIDYL-MYO-INOSITOL-45-BISPHOSPHA // L-1-phosphatidyl-inositols // PROTON // ADP // ATP // Pi // CPD-177 // 1-PHOSPHATIDYL-1D-MYO-INOSITOL-35-BISPH // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00055'>C00055</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00269'>C00269</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00137'>C00137</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11554'>C11554</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01277'>C01277</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05981'>C05981</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04637'>C04637</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01194'>C01194</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04549'>C04549</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11556'>C11556</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,HS00529 // HS00573 // HS00041 // HS07046 // HS02513 // HS00315 // HS05725 // HS06583 // HS06865 // HS10726 // HS15520 // HS02710 // HS02982 // HS07047 // HS10353 // HS02779 // HS04527 // HS07270 // HS00644 // HS04135 // HS13887 // HS16294 // HS02818 // HS03788 // HS01275 // HS03825 // HS12771 // HS11932,HS00529-MONOMER // HS00573-MONOMER // HS13481-MONOMER // HS07046-MONOMER // HS02513-MONOMER // HS13887-MONOMER // HS00315-MONOMER // HS05725-MONOMER // HS06583-MONOMER // ENSG00000174083-MONOMER // HS06865-MONOMER // HS10726-MONOMER // HS15520-MONOMER // HS02710-MONOMER // HS02982-MONOMER // HS07047-MONOMER // HS00644-MONOMER // HS04527-MONOMER // CPLX-7927 // CPLX66-665 // CPLX66-668 // CPLX66-671 // CPLX66-677 // HS02818-MONOMER // HS01275-MONOMER // CPLX-7926 // HS03825-MONOMER // HS12771-MONOMER // HS11932-MONOMER,"phosphatidylinositol 4-kinase type-2 beta // phosphatidylinositol 4-kinase type 2-alpha // phosphatidylinositol 4 kinase alpha // phosphatidylinositol 4-kinase beta // CDP-diacylglycerol--inositol 3-phosphatidyltransferase // phosphoinositide-3-kinase regulatory subunit p101 // phosphoinositide-3-kinase, class 2, alpha polypeptide // phosphatidylinositol 3-kinase C2 domain-containing beta polypeptide // phosphatidylinositol 3-kinase C2 domain-containing gamma polypeptide // phosphoinositide 3-kinase regulatory subunit p87 // Phosphatidylinositol-5-phosphate 4-kinase type-2 beta // phosphatidylinositol 4 phosphate 5 kinase // Phosphatidylinositol-4-phosphate 5-kinase-like protein 1 // phosphatidylinositol-4-phosphate 5-kinase, type 1 gamma // phosphatidylinositol-4-phosphate 5-kinase, type 1 beta // phosphatidylinositol-4-phosphate 5-kinase type 1 alpha // phosphatidylinositol 3 kinase catalytic subunit p110&beta; // phosphatidylinositol 3 kinase catalytic subunit p110&alpha; // phosphatidylinositol 3-kinase class IA p110&delta;/p85&beta; // phosphatidylinositol 3-kinase class IA p110&alpha;/p85&alpha; // phosphatidylinositol 3-kinase class IA p110&beta;/p85&gamma; // phosphatidylinositol 3-kinase, class IB, p110&gamma;/p101 // phosphatidylinositol 3-kinase, class IB, p110&gamma;/p87 // phosphatidylinositol 3 kinase catalytic subunit p110&gamma; // phosphoinositide-3-kinase catalytic subunit p100"
PWY-6368,3-phosphoinositide degradation,PHOSPHATIDYL-MYO-INOSITOL-45-BISPHOSPHA // PHOSPHATIDYLINOSITOL-345-TRIPHOSPHATE // 1-PHOSPHATIDYL-1D-MYO-INOSITOL-34-BISPH // CPD-177 // CPD-1108 // Pi // L-1-phosphatidyl-inositols // 1-PHOSPHATIDYL-1D-MYO-INOSITOL-5-PHOSPHA // WATER,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04637'>C04637</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05981'>C05981</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11554'>C11554</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04549'>C04549</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01277'>C01277</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01194'>C01194</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11557'>C11557</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a>,HS14553 // HS15363 // HS07523 // HS11950 // HS05712 // HS09849 // HS01279 // HS12255 // HS04546 // HS05626 // HS05898 // HS08354 // HS09233 // HS09270 // HS00551 // HS03227 // HS02045 // HS08920 // HS10404 // HS11932,HS14553-MONOMER // HS15363-MONOMER // HS07523-MONOMER // HS11950-MONOMER // HS05712-MONOMER // HS09849-MONOMER // HS01279-MONOMER // HS12255-MONOMER // HS04546-MONOMER // HS05626-MONOMER // HS05898-MONOMER // HS08354-MONOMER // HS09233-MONOMER // HS09270-MONOMER // HS00551-MONOMER // HS03227-MONOMER // HS02045-MONOMER // HS08920-MONOMER // HS10404-MONOMER // HS11932-MONOMER,"type II phosphatidylinositol 4,5-bisphosphate 4-phosphatase // type I phosphatidylinositol 4,5-bisphosphate 4-phosphatase // 72 kDa inositol polyphosphate 5-phosphatase // phosphatidylinositol-4,5-bisphosphate 5-phosphatase, A // Phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase TPTE2 // phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase 1 // synaptojanin 2 // phosphatidylinositide phosphatase SAC2 // inositol polyphosphate 5-phosphatase OCRL1 // inositol polyphosphate 5-phosphatase K // type II inositol-1,4,5-trisphosphate 5-phosphatase // synaptojanin 1 // phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase 2 // type IV inositol polyphosphate 5-phosphatase // type I inositol-polyphosphate 4-phosphatase // type II inositol-polyphosphate 4-phosphatase // myotubularin-related protein 3 // myotubularin-related protein 14 // phosphatidylinositol-3,4,5-trisphosphate 3-phosphatas PTEN // phosphatidylinositide phosphatase SAC1"
PWY-6535,4-aminobutanoate degradation I,GLT // 2-KETOGLUTARATE // 4-AMINO-BUTYRATE // SUC // NADH // PROTON // WATER // NAD // SUCC-S-ALD,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00026'>C00026</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00334'>C00334</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00042'>C00042</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00232'>C00232</a>,HS02477 // HS03550,CPLX-6886 // CPLX-6888,4-aminobutyrate aminotransferase // succinate semialdehyde dehydrogenase
PWY-7112,4-hydroxy-2-nonenal detoxification,GLT // GLY // CPD-14705 // WATER // PROTON // CO-A // CPD-14707 // CPD-14706 // ACETYL-COA // CPD-14704 // GLUTATHIONE // CPD-10806,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00037'>C00037</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00024'>C00024</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00051'>C00051</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C21642'>C21642</a>,HS01957 // HS01949 // HS09457 // HS07139 // G-10221 // HS10772 // HS10203 // HS07329 // HS01468 // G66-31783,CPLX-6041 // CPLX66-414 // HS09457-MONOMER // ENSG00000144035-MONOMER // CPLX-7495 // HS10772-MONOMER // HS10203-MONOMER // HS07329-MONOMER // HS01468-MONOMER // G66-31783-MONOMER,&gamma;-glutamyltransferase 1 // &gamma;-glutamyl transferase 5 // Aminopeptidase N // <i>N</i>-acetyltransferase 8 // glutathione <i>S</i>-transferase A1 // Glutathione S-transferase A3 // Glutathione S-transferase A4 // glutathione S-transferase A3-3 // Glutathione S-transferase P // Glutathione S-transferase A5
PWY-5754,4-hydroxybenzoate biosynthesis,P-HYDROXY-PHENYLPYRUVATE // GLT // 2-KETOGLUTARATE // TYR // PROTON // NADH // 4-hydroxybenzoate // NAD // ACET // 4-HYDROXYBENZALDEHYDE // WATER // CPD-21498 // COUMARATE // P-COUMAROYL-COA // CPD-2222,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01179'>C01179</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00026'>C00026</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00082'>C00082</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00156'>C00156</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00033'>C00033</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00633'>C00633</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00811'>C00811</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00223'>C00223</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03964'>C03964</a>,HS06761,CPLX-7051,
PWY-6121,5-aminoimidazole ribonucleotide biosynthesis,PRPP // PPI // 5-P-BETA-D-RIBOSYL-AMINE // GLY // THF-GLU-N // FORMYL-THF-GLU-N // 5-PHOSPHO-RIBOSYL-GLYCINEAMIDE // GLT // 5-P-RIBOSYL-N-FORMYLGLYCINEAMIDE // GLN // WATER // 5-PHOSPHORIBOSYL-5-AMINOIMIDAZOLE // Pi // ADP // PROTON // ATP // 5-PHOSPHORIBOSYL-N-FORMYLGLYCINEAMIDINE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00119'>C00119</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03090'>C03090</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00037'>C00037</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03541'>C03541</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03838'>C03838</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04376'>C04376</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00064'>C00064</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03373'>C03373</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04640'>C04640</a>,HS05157 // HS11329 // HS08358,CPLX66-358 // HS11329-MONOMER // HS08358-MONOMER,amidophosphoribosyltransferase // phosphoribosylformylglycinamidine synthase // trifunctional purine biosynthetic protein adenosine-3
PWY-7942,5-oxo-L-proline metabolism,Peptide-Holder-Alternative // ADP // GLT // ATP // CYS-GLY // GLUTATHIONE // WATER // Proteins-with-N-Terminal-L-Glutamate // AMMONIUM // Protein-N-terminal-5-oxo-prolines // Proteins-with-N-Terminal-L-Glutamine // PROTON // Pi // 5-OXOPROLINE // L-GLUTAMATE-5-P,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00008'>C00008</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00025'>C00025</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01419'>C01419</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00051'>C00051</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01342'>C01342</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01879'>C01879</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03287'>C03287</a>,HS05394 // HS11319 // HS13286 // HS13992 // HS03941,HS05394-MONOMER // CPLX66-401 // ENSG00000128965-MONOMER // ENSG00000143942-MONOMER // HS03941-MONOMER,pyroglutamyl-peptidase I // glutathione-specific &gamma;-glutamylcyclotransferase 1 // glutathione-specific &gamma;-glutamylcyclotransferase 2 // glutaminyl-peptide cyclotransferase
PWY-7286,7-(3-amino-3-carboxypropyl)-wyosine biosynthesis,yW-72 // yW-86 // 5-METHYLTHIOADENOSINE // WATER // CARBON-DIOXIDE // CH33ADO // MET // tRNAPhe-Containing-4-demethylwyosine-37 // PYRUVATE // PROTON // ADENOSYL-HOMO-CYS // tRNAPhe-Containing-N1-Methylguanine-37 // S-ADENOSYLMETHIONINE // Guanine37-in-tRNAPhe,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00170'>C00170</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00011'>C00011</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05198'>C05198</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00073'>C00073</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00022'>C00022</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00021'>C00021</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00019'>C00019</a>,HS14943 // G66-33053 // HS13218,ENSG00000162623-MONOMER // G66-33053-MONOMER // HS13218-MONOMER,tRNA wybutosine-synthesizing protein 3 homolog // tRNA wybutosine-synthesizing protein 1 homolog // tRNA (guanine-N(1)-)-methyltransferase
PWY-7832,ABH and Lewis epitopes biosynthesis from type 1 precursor disaccharide,Lewis-a-epitope // CMP // CMP-N-ACETYL-NEURAMINATE // sLea-Antigen // aNeuAc-23-bGal-13-bGlcNAC-R // Antigen-Leb // Type-BLeb-antigen // Type-1-B-antigen // GDP // Type-ALeb-antigen // CPD-13118 // Type-1-A-antigen // CPD-14795 // Type-1-H-Antigen // PROTON // UDP // beta-Gal-13-beta-GlcNac-R // CPD-14553 // BETA-ACETYLGLUCOSAMINIDE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04850'>C04850</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00055'>C00055</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00128'>C00128</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00035'>C00035</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00325'>C00325</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00015'>C00015</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00052'>C00052</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03518'>C03518</a>,HS11104 // HS04994 // G-54960 // HS10249 // HS10887 // HS10487 // G-54966,HS11104-MONOMER // HS04994-MONOMER // MONOMER-20075 // HS10249-MONOMER // HS10887-MONOMER // ENSG00000172318-MONOMER // MONOMER-20081,"&alpha;-(1,2)-fucosyltransferase 2 // CMP-<i>N</i>-acetylneuraminate-&beta;-1,4-galactoside &alpha;-2,3-sialyltransferase // histo-blood group ABO system B transferase // &alpha;-(1,3)/(1,4)-fucosyltransferase 3 // histo-blood group ABO system A transferase // <i>N</i>-acetyl-&beta;-D-glucosaminide &beta;-(1,3)-galactosyltransferase 1 // &beta;-1,3-galactosyltransferase 5"
PWY-7831,ABH and Lewis epitopes biosynthesis from type 2 precursor disaccharide,CPD-8594 // CMP // CMP-N-ACETYL-NEURAMINATE // ALPHA-N-ACETYLNEURAMINYL-23-BETA-ETCETER // Antigen-Ley // CPD-14795 // Type-2-H-Antigen // Antigen-BLey // Type-2-B-antigen // GDP // Antigen-ALey // CPD-13118 // Type-2-A-antigen // 6-Sulfo-sLex-Antigen // 3-5-ADP // PAPS // sLex-Antigen // UDP // PROTON // B-Gal-14-NacGlc-R // CPD-14553 // BETA-ACETYLGLUCOSAMINIDE,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01311'>C01311</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00055'>C00055</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00128'>C00128</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04907'>C04907</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00035'>C00035</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00325'>C00325</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00054'>C00054</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00053'>C00053</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?G00242'>G00242</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00015'>C00015</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00694'>C00694</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00052'>C00052</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03518'>C03518</a>,HS04994 // HS06739 // HS03285 // HS05379 // HS08124 // HS10855 // G-54960 // HS10520 // HS10887 // HS10249 // HS10902 // HS04130 // HS08336 // HS01519,HS04994-MONOMER // HS06739-MONOMER // HS03285-MONOMER // HS05379-MONOMER // HS08124-MONOMER // HS10855-MONOMER // MONOMER-20075 // HS10520-MONOMER // HS10887-MONOMER // HS10249-MONOMER // HS10902-MONOMER // HS04130-MONOMER // HS08336-MONOMER // HS01519-MONOMER,"CMP-<i>N</i>-acetylneuraminate-&beta;-1,4-galactoside &alpha;-2,3-sialyltransferase // Alpha-2,8-sialyltransferase 8B // CMP-<i>N</i>-acetylneuraminate-&beta;-galactosamide &alpha;-2,3-sialyltransferase 4 // &alpha;-(1,3)-fucosyltransferase 5 // &alpha;-(1,3)-fucosyltransferase 6 // &alpha;-(1,2)-fucosyltransferase 1 // histo-blood group ABO system B transferase // &alpha;-(1,3)-fucosyltransferase 9 // histo-blood group ABO system A transferase // &alpha;-(1,3)/(1,4)-fucosyltransferase 3 // carbohydrate sulfotransferase 1 // &beta;-1,4-galactosyltransferase 2 // &beta;-1,4-galactosyltransferase 3 // &beta;-1,4-galactosyltransferase 1"
PWY0-1313,acetate conversion to acetyl-CoA,AMP // PPI // ACETYL-COA // CO-A // ACET // ATP,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00020'>C00020</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00013'>C00013</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00024'>C00024</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00010'>C00010</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00033'>C00033</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00002'>C00002</a>,HS03366 // HS05484 // HS08018,HS03366-MONOMER // HS05484-MONOMER // HS08018-MONOMER,"Acyl-CoA synthetase short-chain family member 3, mitochondrial // acetyl-coA synthetase // Acetyl-coenzyme A synthetase 2-like, mitochondrial"
PWY-5451,acetone degradation I (to methylglyoxal),ACETONE // Ox-NADPH-Hemoprotein-Reductases // ACETOL // OXYGEN-MOLECULE // Red-NADPH-Hemoprotein-Reductases // WATER // METHYL-GLYOXAL // CPD-19065,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00207'>C00207</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05235'>C05235</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00546'>C00546</a>,HS08023 // HS09588 // HS11946 // HS05414 // HS10343,HS08023-MONOMER // HS09588-MONOMER // HS11946-MONOMER // HS05414-MONOMER // HS10343-MONOMER,Cytochrome P450 2U1 // cytochrome P450 2S1 // Cytochrome P450 4X1 // cytochrome P450 2E1 // cytochrome P450 2A6
PWY-7466,"acetone degradation III (to propane-1,2-diol)",WATER // Ox-NADPH-Hemoprotein-Reductases // ACETONE // Red-NADPH-Hemoprotein-Reductases // OXYGEN-MOLECULE // PROTON // NADH // ACETOL // PROPANE-1-2-DIOL // NAD,<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00001'>C00001</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00207'>C00207</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00007'>C00007</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00080'>C00080</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00004'>C00004</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05235'>C05235</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02917'>C02917</a> // <a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00003'>C00003</a>,HS08023 // HS09588 // HS11946 // HS05414 // HS10343 // HS02925,HS08023-MONOMER // HS09588-MONOMER // HS11946-MONOMER // HS05414-MONOMER // HS10343-MONOMER // HS02925-MONOMER,Cytochrome P450 2U1 // cytochrome P450 2S1 // Cytochrome P450 4X1 // cytochrome P450 2E1 // cytochrome P450 2A6 // Aldo-keto reductase family 1 member B10
